Longitude (x);Latitude (y);Station Name;Climate ID;Date/Time (UTC);Year;Month;Day;Time (UTC);Temp (C);Temp Flag;Dew Point Temp (C);Dew Point Temp Flag;Rel Hum (%);Rel Hum Flag;Precip. Amount (mm);Precip. Amount Flag;Wind Dir (10s deg);Wind Dir Flag;Wind Spd (km/h);Wind Spd Flag;Visibility (km);Visibility Flag;Stn Press (kPa);Stn Press Flag;Hmdx;Hmdx Flag;Wind Chill;Wind Chill Flag;Weather
-61.68;56.55;NAIN;8502799;2017-04-01 00:00;2017;4;1;00:00;-4.3;;-14.5;;45;;0.0;;6;;2;;;;102.23;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 01:00;2017;4;1;01:00;-6.8;;-14.7;;53;;0.0;;26;;3;;;;102.23;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 02:00;2017;4;1;02:00;-8.3;;-15.0;;58;;0.0;;33;;7;;;;102.24;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 03:00;2017;4;1;03:00;-4.2;;-16.0;;39;;0.0;;31;;10;;;;102.22;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 04:00;2017;4;1;04:00;-10.2;;-15.8;;63;;0.0;;16;;4;;;;102.25;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 05:00;2017;4;1;05:00;-10.8;;-16.1;;65;;0.0;;1;;6;;;;102.29;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 06:00;2017;4;1;06:00;-10.3;;-15.4;;66;;0.0;;32;;1;;;;102.33;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 07:00;2017;4;1;07:00;-10.4;;-14.9;;70;;0.0;;0;;1;;;;102.39;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 08:00;2017;4;1;08:00;-10.7;;-14.5;;74;;0.0;;1;;2;;;;102.43;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 09:00;2017;4;1;09:00;-11.7;;-14.9;;77;;0.0;;32;;4;;;;102.46;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 10:00;2017;4;1;10:00;-12.4;;-15.7;;76;;0.0;;31;;6;;;;102.50;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 11:00;2017;4;1;11:00;-10.5;;-14.0;;75;;0.0;;31;;4;;;;102.53;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 12:00;2017;4;1;12:00;-10.3;;-13.7;;76;;0.0;;2;;2;;;;102.53;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 13:00;2017;4;1;13:00;-8.8;;-12.3;;76;;0.0;;7;;5;;;;102.51;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 14:00;2017;4;1;14:00;-7.6;;-11.5;;74;;0.0;;7;;3;;;;102.48;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 15:00;2017;4;1;15:00;-7.1;;-11.6;;70;;0.0;;8;;8;;;;102.44;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 16:00;2017;4;1;16:00;-7.1;;-11.2;;72;;0.0;;8;;14;;;;102.37;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 17:00;2017;4;1;17:00;-6.5;;-11.0;;70;;0.0;;8;;13;;;;102.30;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 18:00;2017;4;1;18:00;-6.7;;-10.8;;73;;0.0;;8;;14;;;;102.25;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 19:00;2017;4;1;19:00;-6.7;;-10.2;;76;;0.0;;9;;18;;;;102.18;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 20:00;2017;4;1;20:00;-7.2;;-10.3;;79;;0.0;;8;;21;;;;102.13;;;;-15;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 21:00;2017;4;1;21:00;-7.5;;-10.6;;79;;0.0;;8;;18;;;;102.10;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 22:00;2017;4;1;22:00;-8.7;;-11.1;;83;;0.0;;8;;17;;;;102.09;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-01 23:00;2017;4;1;23:00;-9.7;;-11.9;;84;;0.0;;9;;19;;;;102.07;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 00:00;2017;4;2;00:00;-10.1;;-12.0;;86;;0.0;;8;;14;;;;102.07;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 01:00;2017;4;2;01:00;-10.2;;-12.3;;85;;0.0;;5;;7;;;;102.03;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 02:00;2017;4;2;02:00;-10.6;;-12.7;;84;;0.0;;5;;5;;;;101.99;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 03:00;2017;4;2;03:00;-11.0;;-13.1;;85;;0.0;;32;;4;;;;101.92;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 04:00;2017;4;2;04:00;-11.2;;-13.2;;85;;0.0;;32;;6;;;;101.87;;;;-15;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 05:00;2017;4;2;05:00;-12.3;;-14.0;;88;;0.0;;32;;4;;;;101.83;;;;-15;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 06:00;2017;4;2;06:00;-11.2;;-12.8;;88;;0.0;;30;;4;;;;101.80;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 07:00;2017;4;2;07:00;-11.2;;-12.7;;89;;0.0;;35;;4;;;;101.77;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 08:00;2017;4;2;08:00;-11.6;;-13.1;;89;;0.0;;33;;11;;;;101.74;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 09:00;2017;4;2;09:00;-11.5;;-12.9;;89;;0.0;;32;;7;;;;101.71;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 10:00;2017;4;2;10:00;-11.9;;-13.4;;89;;0.0;;34;;10;;;;101.71;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 11:00;2017;4;2;11:00;-11.9;;-13.4;;89;;0.0;;1;;10;;;;101.72;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 12:00;2017;4;2;12:00;-11.7;;-13.4;;87;;0.0;;4;;10;;;;101.70;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 13:00;2017;4;2;13:00;-11.5;;-13.5;;85;;0.0;;7;;18;;;;101.71;;;;-19;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 14:00;2017;4;2;14:00;-11.0;;-13.5;;82;;0.0;;7;;17;;;;101.71;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 15:00;2017;4;2;15:00;-10.6;;-13.1;;81;;0.0;;8;;19;;;;101.69;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 16:00;2017;4;2;16:00;-10.3;;-13.1;;80;;0.0;;8;;16;;;;101.68;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 17:00;2017;4;2;17:00;-9.9;;-12.9;;79;;0.0;;8;;15;;;;101.65;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 18:00;2017;4;2;18:00;-9.6;;-12.7;;78;;0.0;;9;;15;;;;101.65;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 19:00;2017;4;2;19:00;-9.9;;-13.4;;76;;0.0;;10;;14;;;;101.64;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 20:00;2017;4;2;20:00;-10.2;;-13.0;;79;;0.0;;8;;16;;;;101.64;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 21:00;2017;4;2;21:00;-10.8;;-13.6;;80;;0.0;;8;;16;;;;101.70;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 22:00;2017;4;2;22:00;-12.1;;-14.6;;82;;0.0;;8;;17;;;;101.74;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-04-02 23:00;2017;4;2;23:00;-13.6;;-16.0;;82;;0.0;;9;;7;;;;101.79;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 00:00;2017;4;3;00:00;-13.5;;-16.0;;81;;0.0;;36;;1;;;;101.83;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 01:00;2017;4;3;01:00;-13.9;;-16.4;;81;;0.0;;36;;3;;;;101.84;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 02:00;2017;4;3;02:00;-14.3;;-16.3;;85;;0.0;;33;;3;;;;101.87;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 03:00;2017;4;3;03:00;-15.8;;-17.7;;85;;0.0;;30;;1;;;;101.87;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 04:00;2017;4;3;04:00;-16.0;;-17.6;;87;;0.0;;;;0;;;;101.87;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 05:00;2017;4;3;05:00;-16.1;;-17.9;;87;;0.0;;0;;1;;;;101.88;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 06:00;2017;4;3;06:00;-19.2;;-20.9;;86;;0.0;;18;;5;;;;101.91;;;;-23;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 07:00;2017;4;3;07:00;-19.9;;-21.5;;87;;0.0;;29;;6;;;;101.93;;;;-25;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 08:00;2017;4;3;08:00;-20.1;;-22.0;;85;;0.0;;;;0;;;;101.97;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 09:00;2017;4;3;09:00;-19.6;;-21.2;;88;;0.0;;;;0;;;;102.02;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 10:00;2017;4;3;10:00;-21.0;;-22.9;;84;;0.0;;32;;3;;;;102.06;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 11:00;2017;4;3;11:00;-18.8;;-21.2;;82;;0.0;;31;;2;;;;102.14;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 12:00;2017;4;3;12:00;-18.2;;-21.4;;76;;0.0;;0;;1;;;;102.17;;;;-19;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 13:00;2017;4;3;13:00;-14.3;;-18.2;;72;;0.0;;14;;3;;;;102.20;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 14:00;2017;4;3;14:00;-12.2;;-17.6;;64;;0.0;;17;;3;;;;102.21;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 15:00;2017;4;3;15:00;-10.1;;-15.6;;64;;0.0;;;;0;;;;102.21;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 16:00;2017;4;3;16:00;-9.1;;-14.9;;63;;0.0;;28;;2;;;;102.23;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 17:00;2017;4;3;17:00;-4.3;;-13.3;;49;;0.0;;13;;3;;;;102.22;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 18:00;2017;4;3;18:00;-5.7;;-13.8;;53;;0.0;;0;;1;;;;102.23;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 19:00;2017;4;3;19:00;-4.1;;-13.2;;49;;0.0;;13;;4;;;;102.22;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 20:00;2017;4;3;20:00;-5.5;;-12.1;;60;;0.0;;14;;3;;;;102.24;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 21:00;2017;4;3;21:00;-4.2;;-12.5;;52;;0.0;;25;;1;;;;102.26;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 22:00;2017;4;3;22:00;-8.8;;-14.7;;62;;0.0;;15;;4;;;;102.27;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-03 23:00;2017;4;3;23:00;-11.2;;-14.8;;74;;0.0;;0;;1;;;;102.31;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 00:00;2017;4;4;00:00;-12.0;;-16.0;;72;;0.0;;14;;1;;;;102.32;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 01:00;2017;4;4;01:00;-12.6;;-16.6;;72;;0.0;;34;;2;;;;102.35;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 02:00;2017;4;4;02:00;-15.0;;-18.4;;75;;0.0;;0;;1;;;;102.32;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 03:00;2017;4;4;03:00;-14.1;;-17.7;;74;;0.0;;;;0;;;;102.33;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 04:00;2017;4;4;04:00;-16.5;;-19.0;;81;;0.0;;21;;2;;;;102.33;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 05:00;2017;4;4;05:00;-16.2;;-18.9;;79;;0.0;;;;0;;;;102.32;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 06:00;2017;4;4;06:00;-17.5;;-19.9;;82;;0.0;;9;;2;;;;102.34;;;;-19;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 07:00;2017;4;4;07:00;-10.9;;-17.0;;61;;0.0;;30;;14;;;;102.35;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 08:00;2017;4;4;08:00;-15.3;;-18.3;;78;;0.0;;33;;1;;;;102.38;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 09:00;2017;4;4;09:00;-17.2;;-20.5;;75;;0.0;;16;;9;;;;102.42;;;;-23;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 10:00;2017;4;4;10:00;-17.1;;-20.4;;75;;0.0;;0;;1;;;;102.47;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 11:00;2017;4;4;11:00;-15.2;;-19.5;;69;;0.0;;20;;2;;;;102.48;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 12:00;2017;4;4;12:00;-14.0;;-19.8;;62;;0.0;;18;;1;;;;102.48;;;;-15;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 13:00;2017;4;4;13:00;-13.4;;-19.3;;61;;0.0;;18;;5;;;;102.48;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 14:00;2017;4;4;14:00;-11.1;;-18.2;;56;;0.0;;14;;2;;;;102.43;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 15:00;2017;4;4;15:00;-8.1;;-17.1;;48;;0.0;;;;0;;;;102.39;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 16:00;2017;4;4;16:00;-8.1;;-14.2;;62;;0.0;;0;;1;;;;102.35;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 17:00;2017;4;4;17:00;-7.5;;-16.0;;50;;0.0;;31;;3;;;;102.30;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 18:00;2017;4;4;18:00;-6.6;;-13.4;;59;;0.0;;35;;2;;;;102.25;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 19:00;2017;4;4;19:00;-7.0;;-14.1;;57;;0.0;;35;;2;;;;102.22;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 20:00;2017;4;4;20:00;-6.5;;-15.0;;51;;0.0;;32;;3;;;;102.18;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 21:00;2017;4;4;21:00;-7.1;;-14.9;;54;;0.0;;4;;1;;;;102.18;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 22:00;2017;4;4;22:00;-8.5;;-14.5;;62;;0.0;;30;;11;;;;102.17;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-04 23:00;2017;4;4;23:00;-12.2;;-15.7;;75;;0.0;;29;;10;;;;102.18;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 00:00;2017;4;5;00:00;-12.7;;-16.6;;73;;0.0;;32;;6;;;;102.20;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 01:00;2017;4;5;01:00;-12.1;;-15.8;;74;;0.0;;29;;3;;;;102.25;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 02:00;2017;4;5;02:00;-14.3;;-17.3;;78;;0.0;;32;;3;;;;102.28;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 03:00;2017;4;5;03:00;-14.6;;-17.8;;76;;0.0;;24;;2;;;;102.25;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 04:00;2017;4;5;04:00;-15.2;;-17.8;;81;;0.0;;33;;3;;;;102.23;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 05:00;2017;4;5;05:00;-17.6;;-19.6;;84;;0.0;;18;;4;;;;102.21;;;;-21;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 06:00;2017;4;5;06:00;-18.6;;-20.7;;83;;0.0;;31;;2;;;;102.21;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 07:00;2017;4;5;07:00;-19.0;;-21.3;;82;;0.0;;0;;1;;;;102.20;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 08:00;2017;4;5;08:00;-19.0;;-20.9;;85;;0.0;;;;0;;;;102.18;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 09:00;2017;4;5;09:00;-20.0;;-22.1;;83;;0.0;;12;;2;;;;102.21;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 10:00;2017;4;5;10:00;-19.8;;-22.2;;81;;0.0;;11;;3;;;;102.22;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 11:00;2017;4;5;11:00;-15.3;;-18.3;;78;;0.0;;24;;1;;;;102.23;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 12:00;2017;4;5;12:00;-16.5;;-20.4;;72;;0.0;;31;;3;;;;102.23;;;;-19;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 13:00;2017;4;5;13:00;-11.1;;-16.2;;66;;0.0;;17;;3;;;;102.22;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 14:00;2017;4;5;14:00;-10.4;;-16.2;;62;;0.0;;32;;3;;;;102.18;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 15:00;2017;4;5;15:00;-7.1;;-13.2;;62;;0.0;;33;;4;;;;102.14;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 16:00;2017;4;5;16:00;-5.8;;-12.2;;61;;0.0;;33;;4;;;;102.09;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 17:00;2017;4;5;17:00;-6.8;;-11.6;;69;;0.0;;7;;3;;;;102.05;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 18:00;2017;4;5;18:00;-6.0;;-11.0;;68;;0.0;;8;;5;;;;102.02;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 19:00;2017;4;5;19:00;-5.8;;-11.8;;63;;0.0;;36;;2;;;;102.00;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 20:00;2017;4;5;20:00;-5.1;;-11.2;;62;;0.0;;34;;2;;;;101.98;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 21:00;2017;4;5;21:00;-6.0;;-10.8;;69;;0.0;;33;;4;;;;101.96;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 22:00;2017;4;5;22:00;-5.4;;-10.9;;65;;0.0;;32;;6;;;;101.95;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-05 23:00;2017;4;5;23:00;-6.5;;-10.7;;72;;0.0;;31;;5;;;;101.94;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 00:00;2017;4;6;00:00;-6.9;;-10.9;;73;;0.0;;31;;1;;;;101.96;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 01:00;2017;4;6;01:00;-6.9;;-10.7;;74;;0.0;;0;;1;;;;101.93;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 02:00;2017;4;6;02:00;-7.3;;-10.3;;79;;0.0;;34;;2;;;;101.92;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 03:00;2017;4;6;03:00;-7.8;;-10.4;;82;;0.0;;17;;1;;;;101.88;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 04:00;2017;4;6;04:00;-7.8;;-10.4;;81;;0.0;;17;;1;;;;101.83;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 05:00;2017;4;6;05:00;-7.8;;-10.5;;81;;0.0;;17;;3;;;;101.83;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 06:00;2017;4;6;06:00;-8.0;;-10.3;;84;;0.0;;32;;4;;;;101.79;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 07:00;2017;4;6;07:00;-8.2;;-10.3;;85;;0.0;;32;;4;;;;101.72;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 08:00;2017;4;6;08:00;-8.5;;-10.5;;86;;0.0;;16;;8;;;;101.71;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 09:00;2017;4;6;09:00;-8.4;;-10.3;;86;;0.0;;16;;1;;;;101.67;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 10:00;2017;4;6;10:00;-7.9;;-10.0;;85;;0.0;;29;;6;;;;101.61;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 11:00;2017;4;6;11:00;-6.9;;-9.7;;80;;0.0;;22;;1;;;;101.60;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 12:00;2017;4;6;12:00;-5.7;;-8.9;;78;;0.0;;27;;4;;;;101.57;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 13:00;2017;4;6;13:00;-5.7;;-8.0;;84;;0.0;;10;;2;;;;101.54;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 14:00;2017;4;6;14:00;-4.4;;-7.5;;79;;0.0;;;;0;;;;101.49;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 15:00;2017;4;6;15:00;-3.7;;-6.9;;79;;0.0;;6;;2;;;;101.44;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 16:00;2017;4;6;16:00;-2.8;;-6.2;;78;;0.0;;6;;2;;;;101.40;;;;-4;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 17:00;2017;4;6;17:00;-2.1;;-5.2;;79;;0.0;;6;;3;;;;101.38;;;;-3;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 18:00;2017;4;6;18:00;-2.0;;-4.8;;81;;0.0;;7;;3;;;;101.37;;;;-3;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 19:00;2017;4;6;19:00;-1.7;;-4.3;;82;;0.0;;6;;3;;;;101.35;;;;-3;;NA
-61.68;56.55;NAIN;8502799;2017-04-06 20:00;2017;4;6;20:00;-1.0;;-4.1;;80;;0.0;;36;;1;;;;101.34;;;;-1;;NA
